instrument_A,register_A,instrument_B,register_B,F1_A_hz,F1_B_hz,delta_F1_hz,Fp_A_hz,Fp_B_hz,delta_Fp_hz,Homogeneity_H,zone
Contrabass_Clarinet_Bb,grave,Violin+sordina_piombo,aigu,75,75,0,1245,1332,87,0.679,/u/
Contrabass_Clarinet_Bb,grave,Violin+sordina_piombo,suraigu,75,75,0,1245,1318,73,0.679,/u/
Contrabass_Clarinet_Bb,médium,Violin+sordina_piombo,grave,75,75,0,1363,1311,52,0.679,/u/
Contrabass_Clarinet_Bb,médium,Violin+sordina_piombo,médium,75,75,0,1363,1376,13,0.679,/u/
Contrabass_Clarinet_Bb,médium,Violin+sordina_piombo,aigu,75,75,0,1363,1332,31,0.679,/u/
Contrabass_Clarinet_Bb,médium,Violin+sordina_piombo,suraigu,75,75,0,1363,1318,45,0.679,/u/
Harp,grave,Viola+sordina_piombo,aigu,204,204,0,952,1126,174,0.658,/u/
Clarinet_Eb,chalumeau,Horn+sordina,grave,322,322,0,1462,1099,363,0.646,/o/
Clarinet_Eb,chalumeau,Harp,aigu,322,322,0,1462,987,475,0.644,/o/
Trombone+sordina_wah,grave,Trumpet_C+sordina_straight,aigu,473,473,0,1034,1361,327,0.644,/å/
Bass_Tuba,médium,Viola+sordina_piombo,aigu,204,204,0,1001,1126,125,0.631,/u/
Vibraphone,aigu,Violin+sordina_piombo,grave,75,75,0,1116,1311,195,0.617,/u/
Vibraphone,aigu,Violin+sordina_piombo,médium,75,75,0,1116,1376,260,0.617,/u/
Vibraphone,aigu,Violin+sordina_piombo,aigu,75,75,0,1116,1332,216,0.617,/u/
Vibraphone,aigu,Violin+sordina_piombo,suraigu,75,75,0,1116,1318,202,0.617,/u/
Trumpet_C+sordina_harmon,médium,Viola_Ensemble+sordina,aigu,301,301,0,1353,1244,109,0.613,/o/
Trumpet_C+sordina_harmon,médium,Viola_Ensemble+sordina,suraigu,301,301,0,1353,1061,292,0.613,/o/
Contrabass_Clarinet_Bb,grave,Trumpet_C+sordina_harmon,suraigu,75,75,0,1245,1363,118,0.584,/u/
Contrabass_Clarinet_Bb,médium,Trumpet_C+sordina_harmon,suraigu,75,75,0,1363,1363,0,0.584,/u/
Bass_Clarinet_Bb,médium,Trumpet_C+sordina_harmon,grave,183,183,0,1270,1287,17,0.581,/u/
Trombone+sordina_harmon,médium,Trumpet_C+sordina_harmon,grave,183,183,0,1075,1287,212,0.577,/u/
Bass_Tuba+sordina,médium,Trumpet_C+sordina_straight,aigu,473,473,0,1077,1361,284,0.566,/å/
Trumpet_C+sordina_harmon,aigu,Violoncello_Ensemble,suraigu,462,462,0,1259,1224,35,0.550,/å/
Trumpet_C+sordina_harmon,suraigu,Vibraphone,aigu,75,75,0,1363,1116,247,0.528,/u/
Trumpet_C+sordina_harmon,grave,Violoncello+sordina,grave,183,183,0,1287,1225,62,0.521,/u/
Guitar,grave,Trumpet_C+sordina_harmon,grave,183,183,0,1036,1287,251,0.493,/u/
Guitar,aigu,Trumpet_C+sordina_harmon,grave,183,183,0,1042,1287,245,0.493,/u/
Bass_Tuba+sordina,grave,Trumpet_C+sordina_harmon,aigu,462,462,0,1060,1259,199,0.480,/å/
Harp,suraigu,Trumpet_C+sordina_harmon,médium,301,301,0,1231,1353,122,0.412,/o/
Bass_Tuba+sordina,aigu,Bassoon+sordina,haut_médium,549,559,10,1080,1089,9,0.996,/a/
Guitar,grave,Violoncello+sordina,médium,183,193,10,1036,1226,190,0.990,/u/
Guitar,aigu,Violoncello+sordina,médium,183,193,10,1042,1226,184,0.990,/u/
Bassoon,bas_médium,Bassoon+sordina,bas_médium,516,506,10,1152,1141,11,0.988,/å/
Trombone,médium,Trombone+sordina_wah,médium,602,592,10,1008,1082,74,0.983,/a/
Bass_Clarinet_Bb,médium,Violoncello,grave,183,193,10,1270,1149,121,0.980,/u/
Bass_Clarinet_Bb,médium,Violoncello,médium,183,193,10,1270,1202,68,0.980,/u/
Violin,médium,Violin+sordina,suraigu,366,376,10,1111,1012,99,0.979,/o/
Viola+sordina,médium,Viola_Ensemble,médium,322,312,10,1151,1339,188,0.979,/o/
Violoncello+sordina,grave,Violoncello_Ensemble+sordina,grave,183,193,10,1225,1211,14,0.977,/u/
Harp,aigu,Horn+sordina,médium,322,312,10,987,1161,174,0.973,/o/
Bassoon+sordina,bas_médium,Horn+sordina,pédale,506,516,10,1141,1038,103,0.972,/å/
Violoncello,aigu,Violoncello_Ensemble+sordina,aigu,236,226,10,1253,1244,9,0.970,/u/
Violoncello+sordina,grave,Violoncello_Ensemble,grave,183,193,10,1225,1155,70,0.970,/u/
Trombone+sordina_straight,aigu,Trombone+sordina_wah,aigu,419,409,10,988,1156,168,0.970,/å/
Trombone+sordina_harmon,aigu,Trombone+sordina_straight,aigu,409,419,10,1105,988,117,0.968,/å/
Bass_Flute,médium,Viola+sordina,médium,312,322,10,1132,1151,19,0.968,/o/
Trombone+sordina_harmon,médium,Violoncello,grave,183,193,10,1075,1149,74,0.968,/u/
Trombone+sordina_harmon,médium,Violoncello,médium,183,193,10,1075,1202,127,0.968,/u/
Trombone+sordina_harmon,aigu,Violoncello,suraigu,409,419,10,1105,1275,170,0.968,/å/
Guitar,grave,Violoncello_Ensemble+sordina,grave,183,193,10,1036,1211,175,0.968,/u/
Guitar,aigu,Violoncello_Ensemble+sordina,grave,183,193,10,1042,1211,169,0.968,/u/
Violoncello+sordina_piombo,suraigu,Violoncello_Ensemble+sordina,aigu,236,226,10,1247,1244,3,0.967,/u/
Bass_Flute,médium,Marimba,médium,312,322,10,1132,1025,107,0.964,/o/
Guitar,grave,Violoncello_Ensemble,grave,183,193,10,1036,1155,119,0.964,/u/
Guitar,aigu,Violoncello_Ensemble,grave,183,193,10,1042,1155,113,0.964,/u/
Horn,pédale,Violoncello_Ensemble+sordina,aigu,236,226,10,911,1244,333,0.963,/u/
Horn,grave,Trombone+sordina_harmon,aigu,419,409,10,961,1105,144,0.962,/å/
Viola,médium,Viola_Ensemble,médium,322,312,10,1315,1339,24,0.962,/o/
Bass_Clarinet_Bb,médium,Violoncello_Ensemble,grave,183,193,10,1270,1155,115,0.960,/u/
Trombone,médium,Trombone+sordina_straight,médium,602,592,10,1008,979,29,0.959,/a/
Guitar,grave,Harp,médium,183,193,10,1036,1053,17,0.958,/u/
Guitar,aigu,Harp,médium,183,193,10,1042,1053,11,0.958,/u/
Bassoon,grave,Horn+sordina,pédale,506,516,10,1127,1038,89,0.957,/å/
Clarinet_Eb,chalumeau,Trumpet_C+sordina_wah,médium,322,312,10,1462,1139,323,0.953,/o/
Contrabass_Ensemble,aigu,Guitar,grave,193,183,10,1214,1036,178,0.953,/u/
Contrabass_Ensemble,aigu,Guitar,aigu,193,183,10,1214,1042,172,0.953,/u/
Violoncello,grave,Violoncello+sordina,grave,193,183,10,1149,1225,76,0.950,/u/
Violoncello,médium,Violoncello+sordina,grave,193,183,10,1202,1225,23,0.950,/u/
Horn,grave,Trombone+sordina_wah,aigu,419,409,10,961,1156,195,0.950,/å/
Viola,grave,Violin+sordina,suraigu,366,376,10,1305,1012,293,0.949,/o/
Trombone+sordina_harmon,médium,Violoncello_Ensemble,grave,183,193,10,1075,1155,80,0.949,/u/
Horn,médium,Vibraphone,grave,322,312,10,1006,1130,124,0.949,/o/
Bass_Flute,médium,Horn,médium,312,322,10,1132,1006,126,0.948,/o/
Bass_Clarinet_Bb,médium,Violoncello_Ensemble+sordina,grave,183,193,10,1270,1211,59,0.948,/u/
Contrabass_Ensemble,aigu,Violoncello+sordina,grave,193,183,10,1214,1225,11,0.946,/u/
Horn+sordina,grave,Vibraphone,grave,322,312,10,1099,1130,31,0.946,/o/
Guitar,grave,Violoncello,grave,183,193,10,1036,1149,113,0.944,/u/
Guitar,grave,Violoncello,médium,183,193,10,1036,1202,166,0.944,/u/
Guitar,aigu,Violoncello,grave,183,193,10,1042,1149,107,0.944,/u/
Guitar,aigu,Violoncello,médium,183,193,10,1042,1202,160,0.944,/u/
Harp,médium,Violoncello+sordina,grave,193,183,10,1053,1225,172,0.944,/u/
Trombone+sordina_harmon,médium,Violoncello_Ensemble+sordina,grave,183,193,10,1075,1211,136,0.942,/u/
Trombone+sordina_wah,aigu,Violoncello,suraigu,409,419,10,1156,1275,119,0.940,/å/
Marimba,médium,Viola_Ensemble,médium,322,312,10,1025,1339,314,0.939,/o/
Trumpet_C+sordina_wah,médium,Viola,médium,312,322,10,1139,1315,176,0.939,/o/
Harp,aigu,Vibraphone,grave,322,312,10,987,1130,143,0.932,/o/
Horn,médium,Horn+sordina,médium,322,312,10,1006,1161,155,0.931,/o/
Contrebasson,grave,Horn,pédale,226,236,10,1101,911,190,0.929,/u/
Contrebasson,médium,Horn,pédale,226,236,10,1078,911,167,0.929,/u/
Contrebasson,aigu,Horn,pédale,226,236,10,1127,911,216,0.929,/u/
Bass_Clarinet_Bb,médium,Violoncello+sordina,médium,183,193,10,1270,1226,44,0.927,/u/
Contrebasson,grave,Violoncello,aigu,226,236,10,1101,1253,152,0.924,/u/
Contrebasson,médium,Violoncello,aigu,226,236,10,1078,1253,175,0.924,/u/
Contrebasson,aigu,Violoncello,aigu,226,236,10,1127,1253,126,0.924,/u/
Oboe+sordina,suraigu,Trumpet_C+sordina_straight,grave,1345,1335,10,1412,1381,31,0.922,/e/–/i/
Marimba,médium,Vibraphone,grave,322,312,10,1025,1130,105,0.921,/o/
Trombone+sordina_harmon,médium,Violoncello+sordina,médium,183,193,10,1075,1226,151,0.920,/u/
Bassoon,haut_médium,Trombone,médium,592,602,10,1175,1008,167,0.918,/a/
Viola_Ensemble,aigu,Violin+sordina,suraigu,366,376,10,1299,1012,287,0.914,/o/
Contrebasson,grave,Violoncello+sordina_piombo,suraigu,226,236,10,1101,1247,146,0.913,/u/
Contrebasson,médium,Violoncello+sordina_piombo,suraigu,226,236,10,1078,1247,169,0.913,/u/
Contrebasson,aigu,Violoncello+sordina_piombo,suraigu,226,236,10,1127,1247,120,0.913,/u/
Horn,médium,Viola_Ensemble,médium,322,312,10,1006,1339,333,0.911,/o/
Bass_Flute,médium,Viola,médium,312,322,10,1132,1315,183,0.905,/o/
Trombone+sordina_cup,médium,Trumpet_C+sordina_wah,aigu,915,925,10,992,1035,43,0.904,/e/–/i/
Vibraphone,grave,Viola+sordina,médium,312,322,10,1130,1151,21,0.900,/o/
Horn+sordina,médium,Marimba,médium,312,322,10,1161,1025,136,0.893,/o/
Trumpet_C+sordina_wah,médium,Viola+sordina,médium,312,322,10,1139,1151,12,0.880,/o/
Clarinet_Eb,chalumeau,Viola_Ensemble,médium,322,312,10,1462,1339,123,0.878,/o/
Bass_Clarinet_Bb,médium,Contrabass_Ensemble,aigu,183,193,10,1270,1214,56,0.877,/u/
Harp,médium,Trombone+sordina_harmon,médium,193,183,10,1053,1075,22,0.876,/u/
Bass_Clarinet_Bb,médium,Harp,médium,183,193,10,1270,1053,217,0.873,/u/
Contrabass_Ensemble,aigu,Trombone+sordina_harmon,médium,193,183,10,1214,1075,139,0.871,/u/
Bass_Flute,médium,Horn+sordina,grave,312,322,10,1132,1099,33,0.862,/o/
Horn+sordina,médium,Viola+sordina,médium,312,322,10,1161,1151,10,0.851,/o/
Bass_Flute,médium,Harp,aigu,312,322,10,1132,987,145,0.851,/o/
Vibraphone,grave,Viola,médium,312,322,10,1130,1315,185,0.838,/o/
Marimba,médium,Trumpet_C+sordina_wah,médium,322,312,10,1025,1139,114,0.836,/o/
Bass_Flute,médium,Clarinet_Eb,chalumeau,312,322,10,1132,1462,330,0.830,/o/
Horn+sordina,grave,Viola_Ensemble,médium,322,312,10,1099,1339,240,0.820,/o/
Horn,médium,Trumpet_C+sordina_wah,médium,322,312,10,1006,1139,133,0.817,/o/
Harp,aigu,Viola_Ensemble,médium,322,312,10,987,1339,352,0.803,/o/
Horn+sordina,médium,Viola,médium,312,322,10,1161,1315,154,0.784,/o/
Bassoon,grave,Violin,suraigu,506,516,10,1127,1230,103,0.758,/å/
Bassoon+sordina,bas_médium,Violin,suraigu,506,516,10,1141,1230,89,0.730,/å/
Horn+sordina,grave,Trumpet_C+sordina_wah,médium,322,312,10,1099,1139,40,0.730,/o/
Clarinet_Eb,chalumeau,Vibraphone,grave,322,312,10,1462,1130,332,0.729,/o/
Harp,aigu,Trumpet_C+sordina_wah,médium,322,312,10,987,1139,152,0.708,/o/
Clarinet_Eb,chalumeau,Horn+sordina,médium,322,312,10,1462,1161,301,0.646,/o/
Trumpet_C+sordina_harmon,grave,Violoncello,grave,183,193,10,1287,1149,138,0.566,/u/
Trumpet_C+sordina_harmon,grave,Violoncello,médium,183,193,10,1287,1202,85,0.566,/u/
Trumpet_C+sordina_harmon,grave,Violoncello_Ensemble,grave,183,193,10,1287,1155,132,0.550,/u/
Trumpet_C+sordina_harmon,grave,Violoncello_Ensemble+sordina,grave,183,193,10,1287,1211,76,0.548,/u/
Trumpet_C+sordina_harmon,grave,Violoncello+sordina,médium,183,193,10,1287,1226,61,0.521,/u/
Contrabass_Ensemble,aigu,Trumpet_C+sordina_harmon,grave,193,183,10,1214,1287,73,0.435,/u/
Harp,médium,Trumpet_C+sordina_harmon,grave,193,183,10,1053,1287,234,0.412,/u/
Bass_Tuba+sordina,médium,Bassoon+sordina,grave,473,484,11,1077,1047,30,0.996,/å/
Bass_Tuba,médium,Contrabass_Tuba,grave,204,215,11,1001,935,66,0.992,/u/
Bass_Tuba,médium,Contrabass_Tuba,médium,204,215,11,1001,964,37,0.992,/u/
Contrabass+sordina,grave,Contrabass_Ensemble,médium,161,172,11,1149,1170,21,0.991,/u/
Contrabass+sordina,médium,Contrabass_Ensemble,médium,161,172,11,1205,1170,35,0.991,/u/
Contrabass+sordina,aigu,Contrabass_Ensemble,grave,172,161,11,1256,1120,136,0.991,/u/
Contrabass,grave,Contrabass_Ensemble,médium,161,172,11,1207,1170,37,0.991,/u/
Contrabass,médium,Contrabass_Ensemble,médium,161,172,11,1205,1170,35,0.991,/u/
Contrabass,aigu,Contrabass_Ensemble,grave,172,161,11,1252,1120,132,0.991,/u/
Violoncello_Ensemble,grave,Violoncello_Ensemble+sordina,médium,193,204,11,1155,1180,25,0.991,/u/
Violoncello_Ensemble,grave,Violoncello_Ensemble+sordina,suraigu,193,204,11,1155,1280,125,0.991,/u/
Violoncello_Ensemble,médium,Violoncello_Ensemble+sordina,grave,204,193,11,1211,1211,0,0.991,/u/
Bassoon,aigu,Bassoon+sordina,haut_médium,570,559,11,1099,1089,10,0.988,/a/
Bass_Flute,médium,Viola_Ensemble+sordina,aigu,312,301,11,1132,1244,112,0.987,/o/
Bass_Flute,médium,Viola_Ensemble+sordina,suraigu,312,301,11,1132,1061,71,0.987,/o/
Marimba,grave,Trombone+sordina_harmon,grave,161,150,11,1111,1072,39,0.987,/u/
Contrabass_Ensemble,aigu,Harp,grave,193,204,11,1214,952,262,0.987,/u/
Contrabass,grave,Contrabass+sordina,aigu,161,172,11,1207,1256,49,0.986,/u/
Contrabass,médium,Contrabass+sordina,aigu,161,172,11,1205,1256,51,0.986,/u/
Contrabass,aigu,Contrabass+sordina,grave,172,161,11,1252,1149,103,0.986,/u/
Contrabass,aigu,Contrabass+sordina,médium,172,161,11,1252,1205,47,0.986,/u/
Contrabass,suraigu,Contrabass+sordina,suraigu,247,258,11,1275,1308,33,0.986,/o/
Bass_Tuba,médium,Contrabass_Ensemble,aigu,204,193,11,1001,1214,213,0.986,/u/
Bass_Tuba,grave,Harp,grave,215,204,11,978,952,26,0.985,/u/
Bass_Tuba,médium,Harp,médium,204,193,11,1001,1053,52,0.985,/u/
Bass_Tuba,suraigu,Harp,aigu,333,322,11,1042,987,55,0.985,/o/
Bass_Trombone,médium,Viola_Ensemble,suraigu,872,861,11,1123,1135,12,0.984,/e/–/i/
Trombone,grave,Trombone+sordina_wah,grave,484,473,11,1007,1034,27,0.983,/å/
Contrabass_Tuba,grave,Harp,grave,215,204,11,935,952,17,0.982,/u/
Contrabass_Tuba,médium,Harp,grave,215,204,11,964,952,12,0.982,/u/
Contrabass_Flute,médium,Viola+sordina,médium,333,322,11,1128,1151,23,0.981,/o/
Contrabass_Flute,aigu,Viola+sordina,suraigu,818,829,11,1138,932,206,0.981,/e/–/i/
Bass_Clarinet_Bb,grave,Trombone+sordina_harmon,médium,172,183,11,1257,1075,182,0.980,/u/
Violoncello,grave,Violoncello_Ensemble,médium,193,204,11,1149,1211,62,0.980,/u/
Violoncello,médium,Violoncello_Ensemble,médium,193,204,11,1202,1211,9,0.980,/u/
Violoncello,aigu,Violoncello_Ensemble,aigu,236,247,11,1253,1281,28,0.980,/u/
Contrebasson,grave,Guitar,médium,226,215,11,1101,1002,99,0.980,/u/
Contrebasson,médium,Guitar,médium,226,215,11,1078,1002,76,0.980,/u/
Contrebasson,aigu,Guitar,médium,226,215,11,1127,1002,125,0.980,/u/
Violin,médium,Violin+sordina,médium,366,355,11,1111,1175,64,0.979,/o/
Violin+sordina,médium,Violin_Ensemble,médium,355,344,11,1175,1225,50,0.979,/o/
Bass_Clarinet_Bb,grave,Violoncello+sordina_piombo,médium,172,161,11,1257,1087,170,0.978,/u/
Oboe,grave,Oboe+sordina,grave,1475,1464,11,1430,1359,71,0.978,/e/–/i/
Violoncello+sordina,médium,Violoncello_Ensemble+sordina,médium,193,204,11,1226,1180,46,0.977,/u/
Violoncello+sordina,médium,Violoncello_Ensemble+sordina,suraigu,193,204,11,1226,1280,54,0.977,/u/
Bass_Clarinet_Bb,aigu,Contrabass_Clarinet_Bb,aigu,1281,1270,11,1278,1437,159,0.977,/e/–/i/
Bass_Clarinet_Bb,suraigu,Contrabass_Clarinet_Bb,aigu,1281,1270,11,1341,1437,96,0.977,/e/–/i/
Horn,pédale,Violoncello_Ensemble,aigu,236,247,11,911,1281,370,0.974,/u/
Contrabass_Flute,grave,Marimba,grave,150,161,11,1109,1111,2,0.974,/u/
Contrabass_Flute,médium,Marimba,médium,333,322,11,1128,1025,103,0.974,/o/
Viola,suraigu,Violin_Ensemble+sordina,grave,355,344,11,1090,1203,113,0.974,/o/
Viola,suraigu,Violin_Ensemble+sordina,médium,355,344,11,1090,1140,50,0.974,/o/
Viola,suraigu,Violin_Ensemble+sordina,aigu,355,344,11,1090,1022,68,0.974,/o/
Viola,suraigu,Violin_Ensemble+sordina,suraigu,355,344,11,1090,1108,18,0.974,/o/
Harp,suraigu,Horn+sordina,médium,301,312,11,1231,1161,70,0.973,/o/
Trombone+sordina_harmon,grave,Violoncello+sordina_piombo,médium,150,161,11,1072,1087,15,0.971,/u/
Violoncello+sordina_piombo,aigu,Violoncello_Ensemble,aigu,258,247,11,1170,1281,111,0.971,/o/
Violoncello+sordina_piombo,suraigu,Violoncello_Ensemble,aigu,236,247,11,1247,1281,34,0.971,/u/
Violoncello,grave,Violoncello_Ensemble+sordina,médium,193,204,11,1149,1180,31,0.970,/u/
Violoncello,grave,Violoncello_Ensemble+sordina,suraigu,193,204,11,1149,1280,131,0.970,/u/
Violoncello,médium,Violoncello_Ensemble+sordina,médium,193,204,11,1202,1180,22,0.970,/u/
Violoncello,médium,Violoncello_Ensemble+sordina,suraigu,193,204,11,1202,1280,78,0.970,/u/
Violoncello+sordina,médium,Violoncello_Ensemble,médium,193,204,11,1226,1211,15,0.970,/u/
Violoncello+sordina,aigu,Violoncello_Ensemble,aigu,258,247,11,1166,1281,115,0.970,/o/
Violoncello+sordina,suraigu,Violoncello_Ensemble,aigu,258,247,11,1181,1281,100,0.970,/o/
Bass_Tuba+sordina,médium,Violoncello_Ensemble,suraigu,473,462,11,1077,1224,147,0.968,/å/
Guitar,médium,Violoncello_Ensemble+sordina,médium,215,204,11,1002,1180,178,0.968,/u/
Guitar,médium,Violoncello_Ensemble+sordina,aigu,215,226,11,1002,1244,242,0.968,/u/
Guitar,médium,Violoncello_Ensemble+sordina,suraigu,215,204,11,1002,1280,278,0.968,/u/
Viola,suraigu,Violin_Ensemble,médium,355,344,11,1090,1225,135,0.967,/o/
Bass_Tuba+sordina,aigu,Horn+sordina,aigu,549,538,11,1080,1240,160,0.967,/a/
Marimba,médium,Viola+sordina,grave,322,333,11,1025,1141,116,0.967,/o/
Viola_Ensemble,grave,Violin_Ensemble+sordina,grave,355,344,11,1304,1203,101,0.967,/o/
Viola_Ensemble,grave,Violin_Ensemble+sordina,médium,355,344,11,1304,1140,164,0.967,/o/
Viola_Ensemble,grave,Violin_Ensemble+sordina,aigu,355,344,11,1304,1022,282,0.967,/o/
Viola_Ensemble,grave,Violin_Ensemble+sordina,suraigu,355,344,11,1304,1108,196,0.967,/o/
Bass_Clarinet_Bb,grave,Marimba,grave,172,161,11,1257,1111,146,0.966,/u/
Contrabass_Flute,grave,Violoncello+sordina_piombo,médium,150,161,11,1109,1087,22,0.964,/u/
Guitar,médium,Violoncello_Ensemble,médium,215,204,11,1002,1211,209,0.964,/u/
Violin,aigu,Violin_Ensemble,aigu,570,581,11,1221,1237,16,0.963,/a/
Contrabass_Tuba,grave,Contrebasson,grave,215,226,11,935,1101,166,0.962,/u/
Contrabass_Tuba,grave,Contrebasson,médium,215,226,11,935,1078,143,0.962,/u/
Contrabass_Tuba,grave,Contrebasson,aigu,215,226,11,935,1127,192,0.962,/u/
Contrabass_Tuba,médium,Contrebasson,grave,215,226,11,964,1101,137,0.962,/u/
Contrabass_Tuba,médium,Contrebasson,médium,215,226,11,964,1078,114,0.962,/u/
Contrabass_Tuba,médium,Contrebasson,aigu,215,226,11,964,1127,163,0.962,/u/
Clarinet_Bb,chalumeau,Violoncello_Ensemble,médium,215,204,11,1315,1211,104,0.962,/u/
Viola,grave,Viola_Ensemble,grave,366,355,11,1305,1304,1,0.962,/o/
Viola,suraigu,Viola_Ensemble,aigu,355,366,11,1090,1299,209,0.962,/o/
Bass_Tuba,grave,Contrebasson,grave,215,226,11,978,1101,123,0.962,/u/
Bass_Tuba,grave,Contrebasson,médium,215,226,11,978,1078,100,0.962,/u/
Bass_Tuba,grave,Contrebasson,aigu,215,226,11,978,1127,149,0.962,/u/
Bass_Tuba+sordina,médium,Horn,aigu,473,484,11,1077,1014,63,0.961,/å/
Bass_Tuba,suraigu,Horn+sordina,grave,333,322,11,1042,1099,57,0.960,/o/
Trombone,aigu,Trombone+sordina_straight,aigu,430,419,11,1027,988,39,0.959,/å/
Marimba,grave,Violoncello+sordina_piombo,grave,161,150,11,1111,1019,92,0.958,/u/
Flute,grave,Viola,suraigu,344,355,11,1377,1090,287,0.958,/o/
Guitar,médium,Harp,grave,215,204,11,1002,952,50,0.958,/u/
Bass_Trombone,pédale,Trombone,grave,495,484,11,1070,1007,63,0.958,/å/
Contrabass+sordina,aigu,Guitar,grave,172,183,11,1256,1036,220,0.956,/u/
Contrabass+sordina,aigu,Guitar,aigu,172,183,11,1256,1042,214,0.956,/u/
Contrabass+sordina,aigu,Violoncello+sordina,grave,172,183,11,1256,1225,31,0.955,/u/
Flute,grave,Violin+sordina,médium,344,355,11,1377,1175,202,0.954,/o/
Contrabass_Ensemble,médium,Guitar,grave,172,183,11,1170,1036,134,0.953,/u/
Contrabass_Ensemble,médium,Guitar,aigu,172,183,11,1170,1042,128,0.953,/u/
Clarinet_Bb,chalumeau,Violoncello_Ensemble+sordina,médium,215,204,11,1315,1180,135,0.951,/u/
Clarinet_Bb,chalumeau,Violoncello_Ensemble+sordina,aigu,215,226,11,1315,1244,71,0.951,/u/
